title,year,citations_scholar,venue,link,source
DAVI: a dataset for automatic variant interpretation,2023,1.0,"International Conference of the Cross-Language Evaluation Forum for European …, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:4oJvMfeQlr8C,Scholar
qCLEF: a proposal to evaluate quantum annealing for information retrieval and recommender systems,2023,16.0,"International Conference of the Cross-Language Evaluation Forum for European …, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:XtJa11BXPS4C,Scholar
Preface of the 31st Italian Symposium on Advanced Database Systems,2023,,"CEUR Workshop Proceedings 3478, i-iv, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:cF7EPgIk0B4C,Scholar
Intelligent Disease Progression Prediction: Overview of iDPP@ CLEF,2023,,"Experimental IR Meets Multilinguality, Multimodality, and Interaction: 14th …, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:urP0JZOBBUsC,Scholar
Towards query performance prediction for neural information retrieval: challenges and opportunities,2023,21.0,"Proceedings of the 2023 ACM SIGIR International Conference on Theory of …, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:I9gX6wnfuA8C,Scholar
A geometric framework for query performance prediction in conversational search,2023,27.0,"Proceedings of the 46th International ACM SIGIR Conference on Research and …, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:i91s68tWr-MC,Scholar
Decaf: A modular and extensible conversational search framework,2023,8.0,"Proceedings of the 46th International ACM SIGIR Conference on Research and …, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:pRWBApOjXDcC,Scholar
Frontiers of Information Access Experimentation for Research and Education,2023,,"arXiv preprint arXiv:2305.01509, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:4tNoA7Af41QC,Scholar
An in-depth investigation on the behavior of measures to quantify reproducibility,2023,17.0,"Information Processing & Management 60 (3), 103332, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:pUxgyZctzPYC,Scholar
Query performance prediction for neural ir: Are we there yet?,2023,40.0,"European Conference on Information Retrieval, 232-248, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:zzCxg_vo7cAC,Scholar
QPP++ 2023: query-performance prediction and its evaluation in new tasks,2023,9.0,"European Conference on Information Retrieval, 388-391, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:T8_be82Iz5gC,Scholar
"Experimental IR Meets Multilinguality, Multimodality, and Interaction. Proceedings of the Fourteenth International Conference of the CLEF Association (CLEF 2023)",2023,1.0,"LECTURE NOTES IN COMPUTER SCIENCE 14163, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:5bfplxN71z4C,Scholar
XLNet with Data Augmentation to Profile Cryptocurrency Influencers.,2023,20.0,"CLEF (Working Notes), 2763-2771, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:QeguYG95ZbAC,Scholar
"Experimental IR Meets Multilinguality, Multimodality, and Interaction: 14th International Conference of the CLEF Association, CLEF 2023, Thessaloniki, Greece, September 18-21 …",2023,,"Springer International Publishing AG, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:6Zm5LS9gQ5UC,Scholar
Proc. 31st Italian Symposium on Advanced Database Systems (SEBD 2023),2023,,"CEUR WORKSHOP PROCEEDINGS, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:bCjgOgSFrM0C,Scholar
Evaluating Differential Privacy Approaches for Query Obfuscation in Information Retrieval,2023,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:BCdnXsLIVDwC,Scholar
CLEF 2023 Working Notes,2023,1.0,"CEUR WORKSHOP PROCEEDINGS 3497, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:feST4K8J0scC,Scholar
SEUPD@ CLEF: Team QEVALS on Information Retrieval Adapted to the Temporal Evolution of Web Documents,2023,1.0,"CEUR WORKSHOP PROCEEDINGS 3497, 2416-2431, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:L7vk9XBBNxgC,Scholar
Overview of iDPP@ CLEF 2023: the intelligent disease progression prediction challenge,2023,24.0,"CEUR workshop proceedings 3497, 1123-1164, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:E8ajGqO0XoUC,Scholar
"Report on the 14th Conference and Labs of the Evaluation Forum (CLEF 2023): Experimental IR Meets Multilinguality, Multimodality, and Interaction",2023,,"ACM SIGIR Forum 57 (2), 1-16, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:J4E9jCG1tHUC,Scholar
Frontiers of information access experimentation for research and education (dagstuhl seminar 23031),2023,4.0,"Dagstuhl Reports 13 (1), 68-154, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:xa5BkEQK8BgC,Scholar
On the Limitations of Query Performance Prediction for Neural IR: Discussion paper,2023,,"CEUR WORKSHOP PROCEEDINGS 3478, 379-390, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:_9Xh93LWpsYC,Scholar
SEUPD@ CLEF: Team DARDS-IR System for Short and Long Term Retrieval,2023,,"CEUR WORKSHOP PROCEEDINGS 3497, 2338-2367, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:oynPyU19kbsC,Scholar
Seupd@ clef: Team faderic on a query expansion and reranking approach for the longeval task,2023,3.0,"CEUR WORKSHOP PROCEEDINGS 3497, 2252-2280, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:vD2iS2Kej30C,Scholar
"SEUPD@ CLEF: Team JIHUMING on Enhancing Search Engine Performance with Character N-Grams, Query Expansion, and Named Entity Recognition",2023,1.0,"CEUR WORKSHOP PROCEEDINGS 3497, 2204-2221, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:ybfzIt2tCtgC,Scholar
Seupd@ clef: Team CLOSE on temporal persistence of IR systems’ performance,2023,2.0,"CEUR WORKSHOP PROCEEDINGS 3497, 2368-2395, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:eAUscmXIlQ8C,Scholar
A Modular Framework for Conversational Search Reproducible Experimentation: Discussion Paper,2023,,"CEUR WORKSHOP PROCEEDINGS 3478, 349-359, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:8p8iYwVyaVcC,Scholar
SEUPD@ CLEF: Team NEON. A Memoryless Approach To Longitudinal Evaluation,2023,1.0,"CEUR WORKSHOP PROCEEDINGS 3497, 2281-2305, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:SWgZeABleR0C,Scholar
SEUPD@ CLEF: RAFJAM on Longitudinal Evaluation of Model Performance,2023,,"CEUR WORKSHOP PROCEEDINGS 3497, 2239-2251, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:v_xunPV0uK0C,Scholar
SEUPD@ CLEF: Team Squid on LongEval-Retrieval,2023,,"CEUR WORKSHOP PROCEEDINGS 3497, 2306-2337, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:ufKn5pxu7C0C,Scholar
SEUPD@ CLEF: Team GWCA on Longitudinal Evaluation of IR Systems by Using Query Expansion and Learning To Rank,2023,2.0,"CEUR WORKSHOP PROCEEDINGS 3497, 2222-2238, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:oAywNP-vUhwC,Scholar
Seupd@ clef: Team hiball on incremental information retrieval system with rrf and bert,2023,2.0,"CEUR WORKSHOP PROCEEDINGS 3497, 2396-2415, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:wkm4DBaukwsC,Scholar
Ir systems evaluation via generalized linear models,2023,1.0,"CEUR WORKSHOP PROCEEDINGS 3448, 105-110, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:iKswqCX-FLkC,Scholar
A spatial approach to predict performance of conversational search systems,2023,5.0,"CEUR WORKSHOP PROCEEDINGS 3448, 41-46, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:yZoBfgUKqwcC,Scholar
"L'accesso all'informazione: i sistemi, le tecnologie, le sfide",2023,,"ATTI E MEMORIE DELL'ACCADEMIA GALILEIANA DI SCIENZE, LETTERE ED ARTI IN …, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:B2rIPIGFPLEC,Scholar
Manual and automatic identification of ACMG evidence in scientific papers,2023,,"Proceedings of National Group of Bioengineering 2023, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:Nnq8S6OXqDYC,Scholar
Towards automatic ACMG evidence identification for variant interpretation,2023,,"Proceedings of European Conference on Computational Biology 2023, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:CRzUtm-VnGAC,Scholar
mopo16Sweb: A webapp for multi-objective optimization of 16S rRNA primers sequences on the cloud,2023,,"Proceedings of Intelligent Systems for Molecular Biology/European Conference …, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:LWqeokA2EBkC,Scholar
Question Answering-Based Query Expansion for Conversational Search: IIIA@ UNIPD at TREC CAsT 2022,2023,,"The Thirty-First Text REtrieval Conference Proceedings (TREC 2022), 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:N6_Y7JlWxwsC,Scholar
Query Performance Prediction and Its Evaluation in New Tasks,2023,,"CEUR Workshop Proceedings 3366, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:M0j1y4EgrScC,Scholar
SKET: an Unsupervised Knowledge Extraction Tool to Empower Digital Pathology Applications,2023,,"CEUR WORKSHOP PROCEEDINGS 3365, 144-152, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:C-Rn0OCouf8C,Scholar
Shared tasks as tutorials: A methodical approach,2023,9.0,"Proceedings of the AAAI Conference on Artificial Intelligence 37 (13), 15807 …, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:eFf2swCANGcC,Scholar
"Response to Moffat's Comment on"" Towards Meaningful Statements in IR Evaluation: Mapping Evaluation Measures to Interval Scales""",2022,4.0,"arXiv preprint arXiv:2212.11735, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:cSdaV2aYdYsC,Scholar
Fullbrain: a social e-learning platform,2022,6.0,"arXiv preprint arXiv:2212.01387, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:60iIaj97TE0C,Scholar
"Corrected evaluation results of the NTCIR WWW-2, WWW-3, and WWW-4 English subtasks",2022,5.0,"arXiv preprint arXiv:2210.10266, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:BW2nPTmhBn4C,Scholar
Detecting significant differences between information retrieval systems via generalized linear models,2022,7.0,"Proceedings of the 31st ACM international conference on information …, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:Gpwnp1kGG20C,Scholar
"Linking Theory and Practice of Digital Libraries: 26th International Conference on Theory and Practice of Digital Libraries, TPDL 2022, Padua, Italy, September 20–23, 2022 …",2022,1.0,"Springer Nature, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:rFyVMFCKTwsC,Scholar
Intelligent disease progression prediction: overview of iDPP@ CLEF 2022,2022,18.0,"International Conference of the Cross-Language Evaluation Forum for European …, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:3MwzVuqRcA0C,Scholar
"Experimental IR Meets Multilinguality, Multimodality, and Interaction: 13th International Conference of the CLEF Association, CLEF 2022, Bologna, Italy, September 5–8, 2022 …",2022,5.0,"Springer Nature, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:ojlX30-wUrgC,Scholar
Towards feature selection for ranking and classification exploiting quantum annealers,2022,55.0,"Proceedings of the 45th International ACM SIGIR Conference on Research and …, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:ukw-9cB-YDkC,Scholar
sMARE: a new paradigm to evaluate and understand query performance prediction methods,2022,31.0,"Information Retrieval Journal 25 (2), 94-122, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:cNe27ouKFcQC,Scholar
A dependency-aware utterances permutation strategy to improve conversational evaluation,2022,7.0,"European Conference on Information Retrieval, 184-198, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:qsWQJNntlusC,Scholar
"Report on the 12th conference and labs of the evaluation forum (CLEF 2021) experimental IR meets multilinguality, multimodality, and interaction",2022,,"ACM SIGIR Forum 55 (2), 1-12, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:rbGdIwl2e6cC,Scholar
Proceedings of the 13th International Conference of the CLEF Association (CLEF 2022),2022,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:qSd0DAb9jMoC,Scholar
"The CLEF-2023 CheckThat! Lab: Checkworthiness, Subjectivity, Political Bias, Factuality, and Authority",2022,,"Advances in Information Retrieval: 45th European Conference on Information …, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:6pF0wJmtdfAC,Scholar
A Framework to Evaluate the Quality of Integrated Datasets,2022,2.0,"ACM SIGAPP Applied Computing Review 22 (4), 5-23, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:sJK75vZXtG0C,Scholar
"Report on the 13th Conference and Labs of the Evaluation Forum (CLEF 2022) Experimental IR Meets Multilinguality, Multimodality, and Interaction",2022,2.0,"ACM SIGIR Forum 56 (2), 13:1-13:15, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:K4-iKlO5MD4C,Scholar
